title,user_score,year,duration,country,usa_gross,world_gross
street dreams,62.0,2009,88,USA,122575,122575
blood fest,53.0,2018,92,USA,82774,122833
raye makhfi,66.0,2001,100,"Iran, Italy, Canada, Switzerland",114909,122875
ashby,64.0,2015,100,USA,4631,122919
sour grapes,58.0,1998,91,USA,123104,123104
easy rider,73.0,1969,95,USA,123276,123276
flannel pajamas,59.0,2006,124,USA,123301,123301
roseanna's grave,72.0,1997,98,"USA, Italy",123330,123330
momma's man,60.0,2008,94,USA,100435,123385
porte aperte,71.0,1990,108,Italy,123470,123470
there goes my baby,65.0,1994,99,USA,123509,123509
eureka,60.0,1983,130,"UK, USA",123572,123572
"war eagle, arkansas",63.0,2007,93,USA,123670,123670
appropriate behavior,66.0,2014,86,"UK, USA",46912,123699
puncture,68.0,2011,100,USA,68945,123700
haseena maan jaayegi,62.0,1999,147,India,123719,123719
were the world mine,69.0,2008,95,USA,123789,123789
the magic of belle isle,70.0,2012,109,USA,102388,123821
...e tu vivrai nel terrore! l'aldilà,68.0,1981,87,Italy,123843,123843
knights of badassdom,56.0,2013,145,USA,123854,123854
na-moo-eobs-neun san,70.0,2008,89,"USA, South Korea",60336,124023
"rita, sue and bob too",65.0,1987,93,UK,124167,124167
post tenebras lux,66.0,2012,115,"Mexico, France, Netherlands, Germany",39185,124279
final: the rapture,58.0,2013,90,"USA, Japan, Argentina, Costa Rica",124561,124561
oleanna,66.0,1994,89,"UK, USA",124693,124693
every secret thing,61.0,2014,93,USA,103536,124733
kisses,73.0,2008,72,"Ireland, Sweden",81680,125061
the night flier,60.0,1997,94,"USA, Italy",125397,125397
gaby: a true story,68.0,1987,110,"USA, Mexico",125400,125400
green card fever,59.0,2003,100,USA,125596,125596
europa report,64.0,2013,97,USA,125687,125687
police academy: mission to moscow,36.0,1994,83,USA,126247,126247
rosie,70.0,2018,86,Ireland,6839,126602
campanadas a medianoche,78.0,1965,119,"Switzerland, Spain",126724,126724
o fantasma,58.0,2000,87,Portugal,126783,126783
friends and family,62.0,2001,87,USA,127212,127212
les quatre cents coups,81.0,1959,99,France,509,127244
american chai,63.0,2001,92,USA,127518,127518
computer chess,63.0,2013,92,USA,102041,127852
twin town,68.0,1997,99,UK,127923,127923
where hands touch,62.0,2018,122,UK,67743,128269
gohatto,69.0,1999,100,"Japan, France, UK",114425,128374
the adventurer: the curse of the midas box,55.0,2013,100,"UK, Spain, Belgium",6399,128471
yossi,70.0,2012,84,Israel,117047,128668
repo man,69.0,1984,92,USA,129000,129000
maryam,65.0,2002,87,USA,129265,129265
crackers,52.0,1984,91,USA,129268,129268
dil jo bhi kahey...,47.0,2005,144,India,129319,129319
game 6,58.0,2005,87,USA,129664,129664
martians go home,29.0,1989,89,USA,129778,129778
la fée,61.0,2011,93,"France, Belgium",38399,129818
octubre,64.0,2010,83,"Peru, Spain, Venezuela",32127,130335
matroni et moi,66.0,1999,101,Canada,130572,130572
le livre d'image,62.0,2018,84,"Switzerland, France",94153,130802
the nines,63.0,2007,100,USA,63165,130880
mister america,65.0,2019,89,USA,130897,130897
the wind,55.0,2018,86,USA,28252,130974
matrimonio all'italiana,75.0,1964,102,"Italy, France",10600,131153
son frère,69.0,2003,92,France,22834,131195
28 hotel rooms,58.0,2012,82,USA,18869,131208
proud american,11.0,2008,115,USA,131357,131357
robot stories,59.0,2003,85,USA,131451,131451
touchez pas au grisbi,78.0,1954,94,"France, Italy",131548,131548
hounddog,63.0,2007,102,USA,131961,131961
mugamoodi,49.0,2012,150,India,101000,131965
my brother the devil,66.0,2012,111,UK,44906,132056
sonny,56.0,2002,110,USA,30005,132221
hukkle,71.0,2002,78,Hungary,53715,132745
you instead,67.0,2011,80,UK,6255,132787
crying ladies,69.0,2003,111,Philippines,132920,132920
a shot at glory,63.0,2000,114,"UK, USA",133122,133122
under the shadow,69.0,2016,84,"UK, Jordan, Qatar, Iran",31900,133324
liebestraum,60.0,1991,112,USA,133645,133645
pure country 2: the gift,51.0,2010,112,USA,133771,133771
sílení,73.0,2005,118,"Czech Republic, Slovakia",48324,133982
redwood highway,64.0,2013,90,USA,134049,134049
ism,58.0,2016,132,India,134165,134165
apur sansar,85.0,1959,105,India,134241,134241
aparajito,84.0,1956,110,India,134241,134241
the saint of fort washington,72.0,1993,103,USA,134454,134454
attenberg,62.0,2010,97,Greece,24036,134503
pierrot le fou,76.0,1965,110,"France, Italy",87011,134722
solyaris,81.0,1972,167,Soviet Union,22168,134788
another day of life,73.0,2018,85,"Spain, Poland, Belgium, Germany, France, Hungary",3190,134801
"truth or consequences, n.m.",63.0,1997,106,USA,109261,134831
no place to hide,56.0,1992,98,USA,135004,135004
the other story,65.0,2018,112,Israel,135191,135191
the cherry orchard,64.0,1999,141,"Greece, France, Cyprus",135280,135280
der neunte tag,71.0,2004,98,"Germany, Luxembourg, Czech Republic",72888,135311
pather panchali,86.0,1955,125,India,134241,135342
the kind words,69.0,2015,118,"Israel, Canada",135382,135382
la sapienza,65.0,2014,101,"France, Italy",135392,135392
sonchiriya,79.0,2019,143,India,86765,135413
madame de...,80.0,1953,105,"France, Italy",130561,135636
i will follow,60.0,2010,80,USA,135809,135809
made in abyss: tabidachi no yoake,71.0,2019,119,Japan,134047,135821
swiri,66.0,1999,125,South Korea,98452,135892
close my eyes,63.0,1991,108,UK,135893,135893
bedrooms and hallways,66.0,1998,92,UK,136049,136049
stewardess school,42.0,1986,89,USA,136158,136158
the in crowd,64.0,1988,95,USA,136567,136567
road,56.0,2002,134,India,136700,136700
slaughter creek,31.0,2011,94,USA,136815,136815
8½,80.0,1963,138,"Italy, France",98760,137048
endurance,61.0,1998,83,"USA, UK, Germany",137124,137124
beneath us,52.0,2019,86,USA,137260,137260
ha-hesder,66.0,2000,102,Israel,137340,137340
the hottest state,61.0,2006,117,USA,31216,137341
super sucker,44.0,2002,93,USA,137628,137628
the etruscan smile,68.0,2018,107,USA,8213,137631
the calling,49.0,2002,116,USA,6092,137931
target number one,61.0,2020,125,Canada,138000,138000
fah talai jone,69.0,2000,110,Thailand,75234,138172
styx,65.0,2018,94,"Germany, Austria, Netherlands, Malta",70794,138173
brooklyn lobster,63.0,2005,94,USA,138267,138267
gekijouban psycho-pass,72.0,2015,113,Japan,138366,138366
histoires d'hiver,70.0,1999,105,Canada,138411,138411
mukkabaaz,80.0,2017,154,India,75929,138515
miss stevens,66.0,2016,86,USA,4611,138535
intervista,70.0,1987,105,Italy,138608,138608
efes beyahasei enosh,73.0,2014,97,Israel,116044,138609
the list,39.0,2007,105,USA,138814,138814
head full of honey,47.0,2018,127,"Germany, USA",12350,138844
the salon,41.0,2005,90,USA,139084,139084
men of respect,55.0,1990,113,USA,139155,139155
rock on 2,50.0,2016,143,India,98868,139173
loreak,68.0,2014,99,Spain,61568,139421
support the girls,64.0,2018,93,USA,129124,139550
hunky dory,62.0,2011,110,UK,20296,139653
coherence,72.0,2013,89,"USA, UK",102617,139745
hanna's war,63.0,1988,148,"USA, Israel, Austria, Spain",139796,139796
we summon the darkness,51.0,2019,91,"UK, USA, Canada",60794,140105
baghead,60.0,2008,84,USA,140106,140106
beautiful boy,66.0,2010,100,"USA, Canada",77247,140123
under the skin,65.0,1997,82,UK,140254,140254
incitement,71.0,2019,123,Israel,140306,140306
let's get harry,53.0,1986,102,"USA, Mexico",140980,140980
branagh theatre live: the winter's tale,78.0,2015,180,UK,141143,141143
deadline,54.0,1987,100,"Israel, USA, West Germany",141211,141211
na pude aneb kdo má dneska narozeniny?,62.0,2009,74,"Czech Republic, Japan, France, Slovakia",64918,141313
olvidados,59.0,2014,112,Bolivia,24638,141433
best f(r)iends: volume 2,51.0,2018,93,USA,141524,141524
silsila hai pyar ka,24.0,1999,150,India,141528,141528
citadel,55.0,2012,84,"Ireland, UK",13377,141886
john dies at the end,64.0,2012,99,USA,141951,141951
shelter,76.0,2007,97,USA,142666,142666
simple men,72.0,1992,105,"Italy, UK, USA",141554,143010
yi he yuan,71.0,2006,158,"China, France",63045,143027
eshtebak,75.0,2016,97,"Egypt, France, Germany",18215,143121
the lost skeleton of cadavra,70.0,2001,90,USA,143121,143121
the escape artist,62.0,1982,94,USA,143369,143369
10th & wolf,63.0,2006,107,USA,54702,143451
dirty girl,64.0,2010,90,USA,55125,143485
cop car,63.0,2015,88,USA,134552,143658
dahmer,56.0,2002,101,USA,144008,144008
cold weather,62.0,2010,96,USA,141358,144056
i vitelloni,79.0,1953,107,"Italy, France",116428,144103
from beneath,35.0,2012,82,Canada,144123,144123
holiday inn: the new irving berlin musical - live,74.0,2017,128,USA,144550,144550
wendy,57.0,2020,111,USA,143518,144564
the flyboys,69.0,2008,118,USA,144680,144680
mr. smith goes to washington,81.0,1939,129,USA,144738,144738
opal dream,66.0,2006,85,"Australia, UK",14443,144964
deterrence,64.0,1999,104,"France, USA",145071,145071
andrey rublev,81.0,1966,205,Soviet Union,124189,145491
kind hearts and coronets,80.0,1949,106,UK,35948,145583
nat-sool,67.0,2008,116,South Korea,4970,145587
les couloirs du temps: les visiteurs ii,62.0,1998,118,France,146072,146072
six-string samurai,67.0,1998,91,USA,146125,146125
renovation,29.0,2010,85,USA,146146,146146
love ranch,56.0,2010,117,"USA, Germany",137885,146149
confession of a child of the century,44.0,2012,120,"France, Germany, UK",74,146155
company man,54.0,2000,95,"UK, France, USA",146193,146193
starlet,68.0,2012,103,"USA, UK",88212,146222
hannah,59.0,2017,93,"Italy, France, Belgium",11700,146325
touched with fire,62.0,2015,106,USA,146487,146487
dirty deeds,58.0,2005,87,USA,146490,146490
songs my brothers taught me,69.0,2015,98,USA,34793,146937
the doctor and the devils,61.0,1985,93,UK,147070,147070
la scorta,66.0,1993,96,Italy,147107,147107
under the boardwalk,54.0,1988,103,USA,147542,147542
roadside prophets,65.0,1992,96,USA,147724,147724
girls will be girls,70.0,2003,79,USA,148047,148047
denise calls up,66.0,1995,80,USA,148121,148121
bartleby,64.0,2001,83,USA,148479,148479
voyna i mir,83.0,1966,100,Soviet Union,148503,148503
trial by fire,69.0,2018,127,USA,148504,148504
tigerland,70.0,2000,101,"USA, Germany",139692,148701
heartbreakers,59.0,1984,98,USA,148750,148750
agnes browne,66.0,1999,92,"USA, Ireland",148853,148853
gun hill road,66.0,2011,86,USA,148994,148994
piercing,56.0,2018,81,USA,15856,149211
becket,78.0,1964,148,"UK, USA",149327,149327
roozi ke zan shodam,73.0,2000,78,Iran,149971,149971
only the brave,53.0,2006,99,USA,150000,150000
razorback,60.0,1984,95,Australia,150140,150140
poupoupidou,66.0,2011,102,France,43040,150173
kicks,64.0,2016,80,USA,150191,150191
all about eve,82.0,1950,138,USA,63463,150438
desde allá,66.0,2015,93,"Venezuela, Mexico",30169,150443
in between days,64.0,2006,83,"Canada, South Korea, USA",23465,150609
lal baadshah,33.0,1999,180,India,150657,150657
menú degustació,56.0,2013,85,"Spain, Ireland, France",18686,150718
all the best: fun begins,61.0,2009,144,India,120713,150902
lucky break,62.0,1994,94,Australia,151068,151068
vampire hunter d: bloodlust,77.0,2000,103,Japan,151086,151086
stuck,64.0,2007,85,"Canada, UK, USA, Germany",67505,151449
before you know it,51.0,2019,98,USA,151507,151507
the boys from county clare,65.0,2003,90,"Ireland, UK, Germany",142872,151869
buttons,54.0,2018,115,USA,151983,151983
shavua ve yom,67.0,2016,98,Israel,41614,152178
snake & mongoose,57.0,2013,102,USA,152200,152200
tui shou,73.0,1991,105,"Taiwan, USA",152322,152322
ladybird ladybird,74.0,1994,101,UK,152457,152457
l'ombre des femmes,65.0,2015,73,"France, Switzerland",50291,152802
stalingrad,75.0,1993,134,Germany,152972,152972
the mostly unfabulous social life of ethan green,62.0,2005,88,USA,153122,153122
the wendell baker story,56.0,2005,99,"Germany, USA",127414,153169
ren mian yu: hong yu xiao nuhai waizhuan,52.0,2018,114,Taiwan,20726,153895
tan de repente,64.0,2002,92,"Argentina, Netherlands",44806,153985
les anges exterminateurs,54.0,2006,100,France,23308,154210
hansel & gretel,42.0,2002,89,USA,154642,154642
on wings of eagles,55.0,2016,108,"China, Hong Kong, USA",5975,155111
serbis,62.0,2008,87,"Philippines, France, South Korea, Hong Kong",64536,155156
eating out,58.0,2004,90,USA,155212,155212
western,70.0,2017,121,"Germany, Bulgaria, Austria",41072,155215
small faces,70.0,1995,108,UK,155239,155239
the forgiveness of blood,68.0,2011,109,"USA, Albania, Denmark, Italy, UK",126700,155383
dans l'oeil du chat,47.0,2004,94,Canada,155714,155714
money,58.0,2019,115,South Korea,155732,155732
queen & country,61.0,2014,114,"Ireland, France, UK, Romania",41297,155881
pépé le moko,77.0,1937,94,France,155895,155895
deadtime,21.0,2012,97,UK,156072,156072
distant thunder,57.0,1988,114,"USA, Canada",156188,156188
hatchet ii,55.0,2010,85,USA,52604,156190
mini's first time,58.0,2006,91,USA,49034,156318
jodi no. 1,58.0,2001,140,India,82834,156415
gangbyeon hotel,67.0,2018,96,South Korea,28354,156444
undertow,66.0,2004,108,USA,143597,156767
suntan,66.0,2016,104,"Greece, Germany",6643,157267
dom durakov,71.0,2002,104,"Russia, France",57862,157613
till human voices wake us,64.0,2002,101,Australia,120601,157720
hell and back,54.0,2015,86,USA,157768,157768
altiplano,68.0,2009,109,"Belgium, Germany, Netherlands, France",2961,157796
mother of george,64.0,2013,107,"Nigeria, USA",157937,157937
bright angel,55.0,1990,93,USA,158243,158243
dev,69.0,2004,172,India,84728,158357
mast,54.0,1999,153,India,158928,158928
unrelated,68.0,2007,100,UK,4529,158992
teza,71.0,2008,140,"Ethiopia, Germany, France",30070,158999
we are what we are,59.0,2013,105,"USA, France",81381,159047
the body,54.0,2019,101,India,68196,159317
when will i be loved,44.0,2004,81,USA,159429,159429
theeviravaathi: the terrorist,70.0,1998,95,India,153629,159644
gor,33.0,1987,94,USA,159731,159731
the eclipse,61.0,2009,88,Ireland,133411,159852
sinbad: the fifth voyage,52.0,2014,89,USA,159862,159862
taffin,56.0,1988,96,"UK, Ireland, USA",159969,159969
punks,70.0,2000,91,USA,160083,160083
washington heights,58.0,2002,89,USA,160291,160291
el cielo dividido,56.0,2006,140,Mexico,29185,160445
el topo,74.0,1970,125,Mexico,80302,160468
o estranho caso de angélica,63.0,2010,97,"Portugal, Spain, France, Brazil",50135,160876
the beast of war,73.0,1988,111,USA,161004,161004
los novios búlgaros,57.0,2003,101,Spain,60712,161027
chun feng chen zui de ye wan,65.0,2009,116,"China, France",10824,161110
tharlo,69.0,2015,123,China,17091,161229
yoake tsugeru rû no uta,68.0,2017,112,Japan,109857,161253
the blue iguana,52.0,1988,90,"USA, Mexico",161398,161398
come early morning,61.0,2006,97,USA,119452,161408
the samuel project,73.0,2018,92,USA,161565,161565
vanaja,71.0,2006,111,"India, USA",161590,161590
road to nowhere,54.0,2010,121,USA,40294,161619
a torinói ló,78.0,2011,155,"Hungary, France, Switzerland, Germany, USA",56391,162088
the bay boy,62.0,1984,107,"Canada, France",162364,162364
little fugitive,75.0,1953,80,USA,29505,162373
the man who fell to earth,67.0,1976,139,UK,100072,162388
walking out,58.0,2017,95,USA,101947,162445
xenia,67.0,2014,134,"Greece, France, Belgium",3181,162556
peiseu,56.0,2004,92,South Korea,108151,162717
"politist, adjectiv",70.0,2009,115,Romania,53206,162974
stolen summer,65.0,2002,91,USA,134736,163348
my life's in turnaround,51.0,1993,84,USA,163383,163383
canadian bacon,60.0,1995,91,"USA, Canada",163971,163971
the loss of sexual innocence,54.0,1999,106,"USA, UK",164022,164022
lost & found,53.0,2017,96,Ireland,125173,164026
eastern boys,69.0,2013,128,France,16831,164290
la camarista,71.0,2018,102,Mexico,86422,164531
christmas eve,50.0,2015,95,USA,91302,164839
do lok tin si,77.0,1995,99,Hong Kong,163145,164913
uncle nino,66.0,2003,104,USA,165000,165000
solomon and gaenor,68.0,1999,105,UK,165485,165485
hotel de love,61.0,1996,95,Australia,165845,165845
gigantic,60.0,2008,98,USA,102704,165888
el crítico,62.0,2013,98,"Argentina, Chile",7358,165891
de mai tính,66.0,2010,95,Vietnam,165987,165987
geu-hu,69.0,2017,92,South Korea,24746,166022
the hi-lo country,62.0,1998,114,"UK, Germany, USA",166082,166082
phir milenge,61.0,2004,142,India,91968,166484
holly,68.0,2006,114,"USA, France, Israel, Cambodia",166620,166620
night visitor,46.0,1989,93,USA,166635,166635
baran,78.0,2001,94,Iran,125900,166988
on_line,53.0,2002,97,USA,167102,167102
offret,81.0,1986,149,"Sweden, France, UK",81963,167292
le roi et l'oiseau,79.0,1980,83,France,27513,167451
aala kaf ifrit,70.0,2017,100,"Tunisia, France, Sweden, Norway, Lebanon, Qatar, Switzerland",8915,167723
gekijô-ban - bishôjo senshi sêrâ mûn s,77.0,1994,60,Japan,167849,167849
perrier's bounty,64.0,2009,88,"Ireland, UK",828,167938
the clovehitch killer,65.0,2018,109,USA,8208,167994
twentynine palms,53.0,2003,119,"France, Germany, USA",54523,167999
hangman's curse,49.0,2003,106,USA,168406,168406
valley of bones,42.0,2017,90,USA,168738,168738
les filles du soleil,65.0,2018,115,"France, Belgium, Georgia, Switzerland",19712,168771
idi i smotri,83.0,1985,142,Soviet Union,71909,168817
grizzly falls,59.0,1999,94,"UK, Canada, USA",168874,168874
viva riva!,62.0,2010,98,"The Democratic Republic Of Congo, France, Belgium",61759,168982
the experts,49.0,1989,94,"Canada, USA",169203,169203
the fits,67.0,2015,72,USA,166425,169236
knockout,37.0,2000,99,USA,169503,169503
lady beware,59.0,1987,112,USA,169600,169600
my new gun,54.0,1992,99,USA,169600,169600
pass the ammo,62.0,1988,93,USA,169785,169785
the human centipede ii (full sequence),38.0,2011,91,USA,141877,170323
cú và chim se se,73.0,2007,97,"Vietnam, USA",47071,170324
garçon stupide,60.0,2004,94,"Switzerland, France",151702,170399
london kills me,62.0,1991,107,UK,170667,170667
an invited guest,53.0,1999,116,USA,170832,170832
cheerful weather for the wedding,57.0,2012,89,UK,2651,170922
underground,81.0,1995,170,"Federal Republic of Yugoslavia, France, Germany, Bulgaria, Czech Republic, Hungary, UK, USA",171082,171082
hollywood dreams,46.0,2006,100,USA,171255,171255
united passions,21.0,2014,110,France,607,171511
abus de faiblesse,58.0,2013,105,"France, Belgium, Germany",31611,171660
copperhead,55.0,2013,120,USA,171740,171740
little woods,61.0,2018,105,USA,150010,171912
escape from tomorrow,51.0,2013,90,USA,171962,171962
forty shades of blue,62.0,2005,108,USA,75828,172569
bellflower,64.0,2011,106,USA,168226,172935
them that follow,53.0,2019,98,USA,159218,172952
my name is bruce,62.0,2007,84,USA,173066,173066
cirkus columbia,72.0,2010,113,"Bosnia and Herzegovina, France, UK, Germany, Slovenia, Belgium, Serbia",3457,173083
boi neon,69.0,2015,101,"Brazil, Uruguay, Netherlands",26734,173219
baptists at our barbecue,57.0,2004,92,USA,173306,173306
mercy streets,53.0,2000,106,USA,173599,173599
maybe baby,57.0,2000,104,UK,20501,173763
chuyen tình xa xu,66.0,2009,120,"USA, Vietnam",173828,173828
the closer you get,63.0,2000,93,"UK, Ireland",164927,174011
stateside,59.0,2004,97,"Germany, USA",174318,174318
gomgashtei dar aragh,74.0,2002,100,Iran,141243,174357
my best friend is a vampire,61.0,1987,89,USA,174380,174380
