title,user_score,year,duration,country,usa_gross,world_gross
stupeur et tremblements,70.0,2003,107,"France, Japan",126684,2305213
merry christmas mr. lawrence,73.0,1983,123,"UK, New Zealand, Japan",2306560,2306560
stage beauty,71.0,2004,106,"UK, USA, Germany",782383,2307092
the resurrection of gavin stone,62.0,2016,91,USA,2303792,2308355
a good man in africa,50.0,1994,94,"South Africa, USA",2308390,2308390
shadow conspiracy,49.0,1997,103,USA,2312463,2312463
fur: an imaginary portrait of diane arbus,65.0,2006,122,USA,223202,2312717
a aa,68.0,2016,152,India,2313043,2313043
utomlennye solntsem,79.0,1994,135,"Russia, France",2302338,2313461
austenland,63.0,2013,97,"UK, USA",2159041,2313509
"man, woman and child",61.0,1983,99,USA,2314561,2314561
shanghai surprise,32.0,1986,97,UK,2315683,2315683
the oranges,58.0,2011,90,USA,366377,2316971
white hunter black heart,66.0,1990,112,USA,2319124,2319124
chocolat,73.0,1988,105,"France, West Germany, Cameroon",2319801,2319801
weeds,60.0,1987,115,USA,2325444,2325444
bhaag milkha bhaag,82.0,2013,186,India,1636731,2325917
a world apart,69.0,1988,112,"UK, Zimbabwe",2326860,2326860
huo zhe,83.0,1994,133,"China, Hong Kong",2332728,2332728
ready,47.0,2011,145,India,955148,2332914
gabriela,51.0,2001,93,USA,2335352,2335352
me and orson welles,67.0,2008,114,"UK, Isle Of Man, USA",1190003,2336172
teeth,54.0,2007,94,USA,347578,2340110
high heels and low lifes,62.0,2001,86,"UK, USA",228194,2340411
ong-bak 3,50.0,2010,99,Thailand,14890,2340516
housefull,54.0,2010,144,India,1183658,2340550
double dragon,38.0,1994,96,"USA, France, Denmark",2341309,2341309
jcvd,71.0,2008,97,"Belgium, Luxembourg, France",470691,2342211
1991,71.0,2018,141,Canada,2342264,2342264
terraferma,68.0,2011,88,"Italy, France",19996,2343302
hyeomnyeo: kar-ui gi-eok,63.0,2015,120,South Korea,111071,2345062
downtown,58.0,1990,96,USA,2346150,2346150
at close range,70.0,1986,111,USA,2347000,2347000
chico & rita,72.0,2010,94,"Spain, UK",350524,2347919
desi boyz,57.0,2011,122,India,1078826,2355293
a hard day's night,76.0,1964,87,UK,1480356,2360561
lore,71.0,2012,109,"Australia, Germany, UK",970325,2362019
a little sex,50.0,1982,95,USA,2370376,2370376
kiseki,74.0,2011,128,Japan,145808,2371548
the pillow book,67.0,1996,126,"Netherlands, UK, France, Luxembourg, Austria",2372744,2372744
smilla's sense of snow,64.0,1997,121,"Denmark, Germany, Sweden",2372903,2372903
buffalo '66,75.0,1998,110,"USA, Canada",2375097,2375097
laggies,64.0,2014,99,USA,1066981,2379154
the basketball diaries,73.0,1995,102,USA,2381087,2381087
tmavomodrý svet,72.0,2001,112,"Czech Republic, UK, Germany, Denmark, Italy, France, USA",258771,2381183
the man who killed don quixote,64.0,2018,132,"Spain, Belgium, France, UK, Portugal",391963,2390383
dangerously close,56.0,1986,95,USA,2390525,2390525
backbeat,66.0,1994,100,"UK, Germany",2392589,2392589
feux rouges,67.0,2004,105,France,673828,2394429
kalifornia,67.0,1993,117,USA,2395231,2395231
waqt: the race against time,68.0,2005,153,India,815064,2395616
la stratégie de la poussette,55.0,2012,90,France,3462,2401291
gekijoban hibike! euphonium: chikai no finale,71.0,2019,100,Japan,90341,2403030
fish tank,73.0,2009,123,"Netherlands, UK",374675,2404300
go fish,56.0,1994,83,USA,2405285,2405285
the kindred,56.0,1987,91,USA,2407024,2407024
lawnmower man 2: beyond cyberspace,25.0,1996,93,USA,2409225,2409225
sunburn,53.0,1979,99,"UK, USA",2410776,2410776
un dimanche à la campagne,77.0,1984,90,France,2411143,2411143
wanda nevada,56.0,1979,107,USA,2411145,2411145
die geliebten schwestern,61.0,2014,138,"Germany, Austria, Switzerland",54030,2412145
dead of winter,63.0,1987,100,USA,2413427,2413427
the art of self-defense,67.0,2019,104,USA,2410914,2414269
body chemistry,43.0,1990,84,USA,2415312,2415312
flirting,72.0,1991,99,Australia,2415396,2415396
paheli,65.0,2005,140,India,1409499,2415975
rodin,49.0,2017,119,"France, Belgium, USA",44261,2416628
career girls,71.0,1997,83,"UK, France",2416734,2416734
hearts beat loud,69.0,2018,97,USA,2386251,2417165
valentín,76.0,2002,86,"Argentina, Netherlands, France, Spain, Italy",275968,2417221
if lucy fell,49.0,1996,92,USA,2420162,2420162
farewell to the king,63.0,1989,117,USA,2420917,2420917
adams æbler,78.0,2005,94,"Denmark, Germany",1305,2421577
"aimer, boire et chanter",60.0,2014,108,France,11616,2423379
after.life,59.0,2009,104,USA,108595,2425535
the marsh,48.0,2006,92,Canada,336,2429573
the grace card,64.0,2010,101,USA,2430735,2430735
joe,69.0,2013,117,USA,373375,2431443
kansas,55.0,1988,108,USA,2432536,2432536
tough enough,55.0,1983,106,USA,2433722,2433722
cake,64.0,2014,102,USA,1951776,2433850
coriolanus,61.0,2011,123,UK,757195,2435325
stranger than paradise,75.0,1984,89,"USA, West Germany",2436000,2436000
thx 1138,67.0,1971,86,USA,2437000,2437000
son of the pink panther,39.0,1993,93,"Italy, USA",2438031,2438031
"hey there, it's yogi bear",66.0,1964,89,USA,2438233,2438233
table for five,61.0,1983,122,USA,2439705,2439705
highwaymen,57.0,2004,80,"USA, Canada",371396,2442378
the man who wasn't there,38.0,1983,111,USA,2443487,2443487
lean on pete,72.0,2017,121,UK,1163056,2443584
les combattants,66.0,2014,98,France,25229,2446362
a mi madre le gustan las mujeres,62.0,2002,96,Spain,82916,2447070
crustacés & coquillages,66.0,2005,96,France,141039,2447211
the hand,55.0,1981,104,USA,2447576,2447576
le secret de ma mère,64.0,2006,86,Canada,2438422,2448569
the tree,66.0,2010,100,"France, Australia, Germany, Italy, USA",71158,2450045
hearat shulayim,71.0,2011,107,Israel,2007758,2451259
my beautiful laundrette,68.0,1985,97,UK,2451545,2451545
piku,76.0,2015,123,India,1801807,2452343
tees maar khan,25.0,2010,135,India,1076443,2454414
hua pi 2,62.0,2012,131,China,50425,2455359
last days,58.0,2005,97,USA,463080,2456454
ricky,57.0,2009,89,"France, Italy",3457,2458036
joueuse,69.0,2009,97,"France, Germany",478710,2458601
class of 1999,59.0,1990,99,USA,2459895,2459895
ask the dust,58.0,2006,117,"USA, Germany",743847,2460057
bamboozled,65.0,2000,135,USA,2274979,2463650
afterglow,61.0,1997,119,USA,2465960,2465960
wonderland,66.0,2003,104,"Canada, USA",1060512,2466444
match,67.0,2014,92,USA,37285,2472166
jefferson in paris,57.0,1995,139,"USA, France",2473668,2473668
tuya de hun shi,72.0,2006,86,China,88148,2476766
the christmas candle,62.0,2013,100,"UK, USA",2258620,2476775
cairo time,66.0,2009,90,"Canada, Ireland, Egypt",1603616,2477315
un peuple et son roi,59.0,2018,121,"France, Belgium",6576,2481681
13b: fear has a new address,73.0,2009,138,India,36594,2482072
moonlight and valentino,57.0,1995,105,"UK, USA",2484226,2484226
the stepfather,68.0,1987,89,"UK, Canada, USA",2488740,2488740
choose me,67.0,1984,106,USA,2490233,2490233
torremolinos 73,66.0,2003,91,"Spain, Denmark",87385,2491037
"silent night, deadly night",59.0,1984,79,USA,2491460,2491460
the stupids,43.0,1996,94,"UK, USA",2491989,2491989
desert hearts,70.0,1985,91,USA,2492088,2492088
national theatre live: the audience,85.0,2013,173,UK,106529,2493586
rumble fish,72.0,1983,94,USA,2494480,2494480
behind enemy lines,51.0,1986,90,USA,2497233,2497233
the sword and the rose,64.0,1953,92,UK,1000000,2500000
the black marble,62.0,1980,113,USA,2500000,2500000
red rock west,70.0,1993,98,USA,2502551,2502551
i'm in love with a church girl,44.0,2013,118,USA,2387730,2503392
san xia hao ren,73.0,2006,111,"China, Hong Kong",76983,2504465
grace unplugged,61.0,2013,102,USA,2507201,2507201
marie,67.0,1985,112,USA,2507995,2507995
the rover,64.0,2014,103,"Australia, USA",1114423,2510007
lbj,65.0,2016,98,USA,2470979,2510151
reform school girls,53.0,1986,94,USA,2510433,2510433
sorstalanság,69.0,2005,140,"Hungary, Germany, UK, Israel, France, USA",196857,2512009
pájaros de verano,75.0,2018,125,"Colombia, Denmark, Mexico, Germany, Switzerland, France",507259,2517405
aces: iron eagle iii,37.0,1992,98,"UK, USA",2517600,2517600
restless,68.0,2011,91,USA,163265,2518012
a stranger is watching,52.0,1982,92,USA,2519559,2519559
ittefaq,72.0,2017,105,India,298032,2520487
lonely hearts,64.0,2006,108,"Germany, USA",188565,2520835
quinceañera,69.0,2006,90,USA,1692693,2522787
a private function,65.0,1984,92,UK,2527088,2527088
bucky larson: born to be a star,32.0,2011,97,USA,2529395,2530394
novocaine,58.0,2001,95,USA,2036682,2534372
the king of comedy,78.0,1982,109,USA,2536242,2536242
l'homme qu'on aimait trop,61.0,2014,116,France,277528,2537899
shi,78.0,2010,139,South Korea,356149,2539040
el jeremías,72.0,2015,95,Mexico,650465,2540144
l'homme de sa vie,66.0,2006,114,"France, Italy",7704,2542577
impulse,56.0,1990,109,USA,2544504,2544504
the dinner,45.0,2017,120,USA,1323312,2544921
true stories,72.0,1986,89,USA,2545142,2545142
streets of gold,61.0,1986,95,USA,2546238,2546238
elliot the littlest reindeer,50.0,2018,89,Canada,24262,2548952
the only living boy in new york,63.0,2017,89,USA,624332,2550321
disgrace,66.0,2008,119,"Australia, South Africa",69705,2551307
waves,76.0,2019,135,"USA, Canada",1658790,2551350
king of new york,70.0,1990,103,Italy,2554476,2554476
the men's club,47.0,1986,101,USA,2556361,2556361
under the volcano,70.0,1984,112,"Mexico, USA",2556800,2556800
god's own country,77.0,2017,104,UK,335609,2559939
young adam,64.0,2003,98,"UK, France",767373,2561820
maxie,54.0,1985,98,USA,2564278,2564278
blood ties,65.0,2013,127,"France, USA",42472,2566435
management,58.0,2008,94,USA,934658,2566648
18 again!,58.0,1988,93,USA,2567099,2567099
the cure,77.0,1995,97,USA,2568425,2568425
calendar girl,51.0,1993,90,USA,2570550,2570550
lucky break,61.0,2001,107,"UK, Germany, USA",54606,2572403
brassed off,71.0,1996,108,"UK, USA",2576331,2576331
love and death on long island,69.0,1997,93,"UK, Canada",2581012,2581012
metallica & san francisco symphony - s&m2,88.0,2019,150,USA,1252385,2582847
assassination nation,59.0,2018,108,"USA, Canada",2005142,2584988
blancanieves,75.0,2012,104,"Spain, Belgium, France",279735,2585522
house of games,73.0,1987,102,USA,2585639,2585639
look both ways,70.0,2005,100,Australia,105067,2586033
a question of faith,58.0,2017,104,USA,2587072,2587072
leo da vinci: mission mona lisa,50.0,2018,85,Italy,19978,2588859
cidade dos homens,72.0,2007,106,Brazil,325131,2589732
il est plus facile pour un chameau...,58.0,2003,110,"France, Italy",16150,2590219
but i'm a cheerleader,66.0,1999,85,USA,2205627,2595216
the signal,61.0,2014,97,USA,600896,2595622
n-secure,34.0,2010,105,USA,2595644,2595644
the air i breathe,68.0,2007,95,"USA, Mexico",25775,2602098
poster boys,54.0,2017,128,India,97049,2602256
dà hóng denglong gaogao guà,81.0,1991,125,"China, Hong Kong, Taiwan",2603061,2603061
the care bears adventure in wonderland,57.0,1987,80,Canada,2608000,2608000
heathcliff: the movie,55.0,1986,73,"Canada, France, USA",2610686,2610686
the little mermaid,42.0,2018,85,USA,147175,2610742
happy end,67.0,2017,107,"France, Austria, Germany",301718,2610794
kærlighed på film,72.0,2007,100,Denmark,45835,2615422
nt live: cyrano de bergerac,88.0,2019,160,UK,284652,2620990
the happy prince,62.0,2018,105,"UK, Belgium, Italy, Germany",466440,2621992
below,61.0,2002,105,"USA, UK",605562,2622015
youth without youth,62.0,2007,124,"USA, Romania, France, Italy, Germany",244397,2624759
third person,63.0,2013,137,"Belgium, USA, UK, Germany, Italy",1021398,2624761
the idolmaker,70.0,1980,117,USA,2625716,2625716
voices,66.0,1979,106,USA,2631244,2631244
maniac,61.0,2012,89,"France, USA",31081,2631275
mei hao de yi wai,66.0,2017,104,"Taiwan, China, South Korea",51766,2632092
alle anderen,67.0,2009,119,Germany,102042,2634462
imagine me & you,68.0,2005,90,"UK, Germany",672243,2635305
find me guilty,70.0,2006,125,"Germany, USA",1173643,2636637
god's army,64.0,2000,108,USA,2637726,2637726
naked lunch,71.0,1991,115,"Canada, UK, Japan",2641357,2641357
maurice,77.0,1987,140,UK,2484230,2642567
one night stand,58.0,1997,102,USA,2642983,2642983
twelve,57.0,2010,93,"USA, France",183920,2648195
the mighty,73.0,1998,100,USA,2652246,2652246
kids in the hall: brain candy,69.0,1996,89,"Canada, USA",2654308,2654308
nishabd,54.0,2007,110,India,73819,2655669
pionér,60.0,2013,111,"Norway, Germany, Sweden, France, Finland",6871,2656152
crash,64.0,1996,100,Canada,2664812,2664812
who dares wins,63.0,1982,125,"Switzerland, UK",2666873,2666873
playing for keeps,43.0,1986,102,USA,2669366,2669366
intimacy,61.0,2001,119,"France, UK, Germany, Spain",405094,2672527
redbelt,67.0,2008,99,USA,2345941,2674090
"after dark, my sweet",66.0,1990,114,USA,2678414,2678414
"ja zuster, nee zuster",67.0,2002,100,Netherlands,13325,2679631
magic in the water,55.0,1995,98,Canada,2680717,2680717
hello mary lou: prom night ii,57.0,1987,97,Canada,2683519,2683519
bad medicine,46.0,1985,98,USA,2685453,2685453
the bear,63.0,1984,110,USA,2687148,2687148
kapringen,72.0,2012,103,Denmark,414437,2688444
infamous,70.0,2006,110,USA,1151330,2689799
blind fury,64.0,1989,86,USA,2692037,2692037
the scout,54.0,1994,101,"USA, Mexico",2694234,2694234
gangsterdam,44.0,2017,100,"France, Netherlands, Belgium",954,2697522
the allnighter,43.0,1987,108,USA,2700000,2700000
the guest,67.0,2014,100,"USA, UK",332890,2700051
auto focus,66.0,2002,105,USA,2063196,2704951
horem pádem,69.0,2004,108,Czech Republic,245127,2705163
camp,62.0,2003,114,USA,1629862,2707738
bobby jones: stroke of genius,67.0,2004,120,USA,2694071,2707913
factotum,66.0,2005,94,"Norway, USA, Germany, France, Italy",808221,2708087
what maisie knew,74.0,2012,99,USA,1066471,2711379
straight out of brooklyn,58.0,1991,91,USA,2712293,2712293
billionaire boys club,56.0,2018,108,USA,1349,2713955
chi-raq,57.0,2015,127,USA,2653032,2719699
o jerusalem,61.0,2006,100,"France, UK, Italy, Greece, Israel, USA",234480,2724303
cocktail,63.0,2012,146,"UK, India",1227789,2724695
sukiyaki western django,62.0,2007,121,Japan,50659,2725258
lucky,73.0,2017,88,USA,955925,2728446
xxy,71.0,2007,86,"Argentina, Spain, France",48334,2728869
edie,66.0,2017,102,UK,71790,2731170
hot moves,48.0,1984,85,USA,2732684,2732684
la battaglia di maratona,51.0,1959,90,"Italy, France, USA",1335000,2735000
shadows and fog,67.0,1991,85,USA,2735731,2735731
desperate hours,54.0,1990,105,USA,2742912,2742912
ararat,63.0,2002,115,"Canada, France",1555959,2743336
ben x,74.0,2007,93,"Belgium, Netherlands",1601,2744414
richard iii,74.0,1995,110,UK,2684904,2748518
incheon sangryuk jakjeon,62.0,2016,111,South Korea,1023348,2749918
ma vie en cinémascope,66.0,2004,105,Canada,2750263,2750263
deadtime stories,48.0,1986,93,USA,2750741,2750741
and when did you last see your father?,68.0,2007,92,"UK, Ireland",1077273,2752471
thérèse: the story of saint thérèse of lisieux,63.0,2004,96,USA,2627016,2755355
the manchurian candidate,79.0,1962,126,USA,2757256,2757256
kinky boots: the musical,81.0,2019,135,UK,900451,2760803
dr. jekyll and ms. hyde,45.0,1995,100,"UK, USA, Canada",2763020,2763020
my summer of love,67.0,2004,86,UK,1000915,2766976
yume,78.0,1990,119,"Japan, USA",1963207,2767133
impulse,59.0,1984,91,USA,2773433,2773433
gabrielle,64.0,2005,90,"France, Italy, Germany",332829,2775311
gleaming the cube,63.0,1989,100,USA,2777280,2777280
rang-e khoda,82.0,1999,90,Iran,1817216,2777552
"ma fille, mon ange",61.0,2007,85,Canada,2779545,2780005
der rote baron,64.0,2008,106,"Germany, UK",37189,2783332
frontière(s),62.0,2007,108,"France, Switzerland",97182,2783535
saving christmas,14.0,2014,79,USA,2783970,2783970
hexed,56.0,1993,90,USA,2786807,2786807
bugsy malone,69.0,1976,93,UK,2783840,2787725
asylum,61.0,2005,99,"UK, Ireland",375403,2788033
after the wedding,63.0,2019,112,"USA, UK",1574258,2790019
the breadwinner,77.0,2017,94,"Ireland, Canada, Luxembourg, USA, UK, Philippines, India",313215,2790214
fast forward,58.0,1985,110,USA,2791350,2791350
year of the comet,58.0,1992,91,USA,2791515,2791515
heat,56.0,1986,101,USA,2793214,2793214
cinco de mayo: la batalla,62.0,2013,125,Mexico,173472,2794852
unrest,50.0,2006,88,USA,321875,2795983
la meglio gioventù,85.0,2003,366,Italy,274024,2799773
to the wonder,59.0,2012,112,USA,587615,2801166
24 hour party people,73.0,2002,117,UK,1184096,2801397
captive,54.0,2015,97,"USA, Mexico",2583301,2801508
in the company of men,72.0,1997,97,"Canada, USA",2804473,2804473
loving couples,52.0,1980,97,USA,2806659,2806659
map of the human heart,71.0,1992,109,"Australia, UK, Canada, France",2806881,2806881
return to the blue lagoon,52.0,1991,102,USA,2807854,2807854
il mondo di yor,45.0,1983,98,"Italy, Turkey",2810199,2810199
shut up and sing,56.0,2006,96,USA,1236953,2811468
raising victor vargas,72.0,2002,88,"France, USA",2078661,2816116
the hudsucker proxy,72.0,1994,111,"UK, Germany, USA",2816518,2816518
newsies,70.0,1992,121,USA,2819485,2819485
everything must go,64.0,2010,97,USA,2711643,2820490
unforgettable,60.0,1996,117,USA,2821671,2821671
salmer fra kjøkkenet,73.0,2003,95,"Norway, Sweden",351235,2823472
oh boy,74.0,2012,86,Germany,150275,2826333
the power of one,72.0,1992,127,"Australia, France, USA",2827107,2827107
le meraviglie,65.0,2014,110,"Italy, Switzerland, Germany",73378,2827212
disney's newsies: the broadway musical,85.0,2017,149,USA,2827489,2827489
frygtelig lykkelig,69.0,2008,99,Denmark,170943,2828984
the perez family,60.0,1995,113,USA,2832826,2832826
the lost world,70.0,1925,110,USA,1194450,2834000
personal shopper,61.0,2016,105,"France, Germany, Czech Republic, Belgium",1305195,2840408
the identical,52.0,2014,107,USA,2827666,2840991
dans la brume,59.0,2018,89,"France, Canada",77987,2842040
othello,69.0,1995,123,"USA, UK",2844379,2844379
nareul itjimarayo,66.0,2016,106,South Korea,14814,2845124
all or nothing,75.0,2002,128,"UK, France",201546,2845696
wah-wah,68.0,2005,120,"UK, France, South Africa",234750,2846148
running on empty,77.0,1988,116,USA,2835116,2847941
la doppia ora,67.0,2009,95,Italy,1514942,2848165
god bless the broken road,55.0,2018,111,USA,2846257,2848233
the judas project,35.0,1990,97,USA,2850135,2850135
airborne,63.0,1993,91,USA,2850263,2850263
sid and nancy,70.0,1986,112,UK,2826523,2850707
gianni e le donne,63.0,2011,90,Italy,317405,2850852
rise,49.0,2007,97,USA,114306,2850927
the man in the moon,74.0,1991,99,USA,2853801,2853801
jin ling shi san chai,76.0,2011,146,"China, Hong Kong",311434,2855644
existenz,68.0,1999,97,"UK, France, Canada",2856712,2856712
and now... ladies and gentlemen...,62.0,2002,133,"France, UK",736872,2860785
the private lives of pippa lee,64.0,2009,98,USA,337356,2860973
home run,59.0,2013,113,USA,2861020,2861020
modern romance,70.0,1981,93,USA,2863642,2863642
rappin',39.0,1985,92,USA,2864844,2864844
starbuck,72.0,2011,109,Canada,340058,2865068
another you,54.0,1991,98,USA,2865916,2865916
gas,31.0,1981,94,Canada,2869425,2869425
jinxed!,47.0,1982,103,USA,2869638,2869638
tetro,68.0,2009,127,"USA, Argentina, Spain, Italy",518522,2874474
no man's land,61.0,1987,107,USA,2877571,2877571
phar lap,73.0,1983,107,Australia,2878404,2878404
the warrior and the sorceress,43.0,1984,81,"USA, Argentina",2886225,2886225
married life,62.0,2007,91,"USA, Canada",1507990,2888315
reservoir dogs,83.0,1992,99,USA,2832029,2889963
the east,68.0,2013,116,"UK, USA",2301839,2891812
the evil dead,75.0,1981,85,USA,2400000,2893091
le temps qui reste,71.0,2005,81,France,117686,2893462
midnight madness,65.0,1980,112,USA,2900000,2900000
margot at the wedding,60.0,2007,93,USA,1959420,2900156
bright young things,66.0,2003,102,UK,933637,2905499
crimes of passion,64.0,1984,107,USA,2912945,2912945
brighton rock,57.0,2010,111,"UK, France",229653,2913599
homework,33.0,1982,90,USA,2914328,2914328
sylvia,63.0,2003,110,UK,1315498,2917393
this is my life,61.0,1992,105,USA,2922094,2922094
waiting for guffman,75.0,1996,84,USA,2923982,2923982
love stinks,58.0,1999,94,USA,2924635,2924635
romance & cigarettes,63.0,2005,105,USA,557471,2935242
un baiser s'il vous plaît,68.0,2007,96,France,535499,2936437
"careful, he might hear you",69.0,1983,110,Australia,2938179,2938179
filly brown,57.0,2012,80,USA,2850357,2940411
dabangg,62.0,2010,126,India,1288549,2942554
shattered glass,71.0,2003,94,"USA, Canada",2220008,2944752
the last: naruto the movie,76.0,2014,112,Japan,524451,2949185
976-evil,52.0,1988,92,USA,2955917,2955917
metropolitan,74.0,1990,98,"USA, Spain",2960492,2960492
killshot,60.0,2008,95,USA,18643,2961647
romeo & juliet,58.0,2013,118,"UK, Italy, Switzerland",1162635,2966268
the spongebob movie: sponge on the run,64.0,2020,91,"South Korea, USA",2969145,2969145
clean,68.0,2004,111,"France, Canada, UK",138711,2971219
homicide,70.0,1991,102,USA,2971661,2971661
the challenge,63.0,1982,113,"USA, Japan",2977706,2977706
love! valour! compassion!,70.0,1997,108,USA,2977807,2977807
la douleur,62.0,2017,127,"France, Belgium, Switzerland",103636,2980982
happiness,77.0,1998,134,USA,2982011,2982011
fright night part 2,59.0,1988,104,USA,2983784,2983784
elsa y fred,76.0,2005,108,"Argentina, Spain",189024,2985837
kites,61.0,2010,123,India,1685269,2986748
cradle will rock,68.0,1999,132,USA,2903404,2986932
rapt,67.0,2009,125,"France, Belgium",45759,2991936
sione's wedding,64.0,2006,97,New Zealand,72244,2993332
north sea hijack,63.0,1980,100,UK,2993772,2993772
bullies,53.0,1986,96,Canada,2995527,2995527
les chansons d'amour,71.0,2007,91,France,104567,2996312
kambakkht ishq,39.0,2009,142,India,1445739,2998940
hanover street,60.0,1979,109,UK,3000000,3000000
running brave,67.0,1983,106,Canada,3000000,3000000
isn't she great,54.0,2000,95,"UK, Germany, Canada, Japan, USA",2962465,3003296
que horas ela volta?,78.0,2015,112,Brazil,376986,3003560
cowboy bebop: tengoku no tobira,79.0,2001,115,"Japan, USA",1000045,3007903
le dernier métro,74.0,1980,131,France,3007945,3007945
basquiat,69.0,1996,107,USA,3011195,3011195
geung see,63.0,2013,103,Hong Kong,7865,3018374
all is true,62.0,2018,101,UK,1200481,3019143
the last days of disco,67.0,1998,113,USA,3020601,3020601
g,51.0,2002,97,USA,3020784,3020784
starred up,74.0,2013,106,UK,54915,3025189
harrison's flowers,71.0,2000,130,France,1871025,3033646
innocence,73.0,2000,94,"Australia, Belgium",2202382,3034980
la fille du rer,60.0,2009,97,France,208023,3035402
adam,72.0,2009,99,USA,2277396,3037173
china moon,63.0,1994,99,USA,3038499,3038499
viaggio sola,63.0,2013,85,Italy,306917,3039022
the mother,67.0,2003,112,UK,1063163,3039587
les témoins,68.0,2007,112,France,78440,3041093
la moustache,67.0,2005,87,France,244771,3044771
heavenly creatures,73.0,1994,99,"New Zealand, Germany",3049135,3049135
crisscross,59.0,1992,100,USA,3052738,3052738
love is strange,67.0,2014,94,"USA, Greece",2262223,3057388
malone,58.0,1987,92,USA,3060858,3060858
'71,72.0,2014,99,UK,1270847,3062178
princess caraboo,60.0,1994,97,UK,3062530,3062530
english vinglish,78.0,2012,134,India,1862086,3064818
jane got a gun,59.0,2015,98,USA,1513793,3067531
the public eye,65.0,1992,99,USA,3067917,3067917
the end of the tour,73.0,2015,106,USA,3002884,3072991
messenger of death,56.0,1988,91,USA,3074681,3074681
vivir es fácil con los ojos cerrados,70.0,2013,108,Spain,11600,3075169
les fantômes d'ismaël,56.0,2017,114,France,102510,3075562
dominick and eugene,71.0,1988,111,USA,3076031,3076031
speed zone,46.0,1989,94,Canada,3077361,3077361
3 coeurs,59.0,2014,108,"France, Germany, Belgium",161129,3077754
the fan,58.0,1981,95,USA,3082096,3082096
dhobi ghat,70.0,2010,100,India,576639,3082958
der staat gegen fritz bauer,71.0,2015,105,Germany,288483,3083973
aquarius,75.0,2016,146,"Brazil, France",285930,3085977
bilal: a new breed of hero,79.0,2015,105,"United Arab Emirates, USA, Switzerland",490973,3087832
köshpendiler,59.0,2005,112,"Kazakhstan, France, USA",79123,3088685
tous les matins du monde,75.0,1991,115,France,3089497,3089497
mikra anglia,78.0,2013,132,Greece,12077,3090106
grave,70.0,2016,99,"France, Belgium, Italy",514870,3096815
the legend of billie jean,67.0,1985,96,USA,3099497,3099497
cosa voglio di più,60.0,2010,126,"Italy, Switzerland, France",10035,3101465
ah fei zing zyun,76.0,1990,94,Hong Kong,146310,3101890
la proie,67.0,2011,102,France,13959,3102666
death and the maiden,73.0,1994,103,"UK, France",3103716,3103716
blame it on the bellboy,56.0,1992,78,"UK, USA",3104545,3104545
il cuore altrove,67.0,2003,107,Italy,131993,3105235
k2,62.0,1991,102,"UK, Japan, USA, Canada",3106559,3106559
illegal tender,55.0,2007,108,USA,3106835,3106835
white mischief,63.0,1987,107,"UK, Kenya",3107551,3107551
night of the demons,62.0,1988,90,USA,3109904,3109904
coogan's bluff,65.0,1968,93,USA,3110000,3110000
direktøren for det hele,67.0,2006,99,"Denmark, Sweden, France, Italy, Germany, Iceland",51548,3111395
in a world...,67.0,2013,93,USA,2963902,3114953
paid in full,71.0,2002,97,USA,3090862,3116526
jawbreaker,57.0,1999,87,USA,3117085,3117085
la terza madre,51.0,2007,102,Italy,58669,3119957
feeling minnesota,54.0,1996,99,USA,3124440,3124440
mr. wonderful,59.0,1993,98,USA,3125424,3125424
the house that jack built,68.0,2018,152,"Denmark, France, Sweden, Germany, Belgium, Tunisia",258106,3126916
death machine,57.0,1994,99,"UK, Japan",1422749,3129045
la petite lili,62.0,2003,104,"France, Canada",34634,3130937
the favor,52.0,1994,97,USA,3134381,3134381
the naked cage,54.0,1986,97,USA,3136701,3136701
munna bhai m.b.b.s.,81.0,2003,156,India,48772,3137716
the deep blue sea,62.0,2011,98,"UK, Australia",1126525,3143316
ingrid goes west,66.0,2017,98,USA,3024308,3146831
steal big steal little,48.0,1995,135,USA,3150170,3150170
clerks,77.0,1994,92,USA,3151130,3151130
the lodge,60.0,2019,108,"UK, Canada, USA",2138907,3155858
the caretakers,55.0,1963,97,USA,2050000,3160000
la demoiselle d'honneur,66.0,2004,111,"France, Germany, Italy",111728,3162662
race 2,53.0,2013,150,India,1579940,3164441
my one and only,65.0,2009,108,USA,2479538,3167681
under sandet,78.0,2015,100,"Denmark, Germany",435266,3169553
rude awakening,47.0,1989,100,USA,3169719,3169719
beautiful,56.0,2000,112,"USA, UK",3157348,3169930
songcatcher,72.0,2000,109,USA,3059834,3171273
rosewater,66.0,2014,103,USA,3128941,3171593
the pilgrim's progress,57.0,2019,108,USA,1294596,3173282
the wackness,70.0,2008,99,"UK, USA",2077116,3175469
waking life,78.0,2001,99,USA,2901447,3176880
penitentiary ii,41.0,1982,108,USA,3178542,3178542
chocolate,69.0,2008,110,Thailand,14845,3179014
pastorela,62.0,2011,88,Mexico,161194,3179022
silent fall,60.0,1994,101,USA,3180674,3180674
les égarés,65.0,2003,95,"France, UK",482757,3184020
hunger,76.0,2008,96,"Ireland, UK",154084,3185113
thoroughbreds,67.0,2017,92,USA,3072605,3187255
machuca,77.0,2004,116,"Chile, Spain, UK, France",26676,3187700
sunsu-ui sidae,59.0,2015,113,South Korea,10654,3191168
lemale et ha'halal,67.0,2012,90,Israel,1775316,3197615
dear zindagi,76.0,2016,151,India,2376479,3199581
i,73.0,2015,188,India,1449232,3200113
tadpole,61.0,2002,78,USA,2891288,3200241
